Daytime_dd_mm_yyyy_hh_ss,Daynum_d,VehId,Trip,Timestamp,Latitude,Longitude,HV Battery Soc,Distance,Stop_d,Stop_hh_mm_ss
07-Nov-2017 21:39:13,7.9022,133,1424,0,42.232076667,-83.737145278,NaN,0,0,00:00:00
07-Nov-2017 21:48:06,7.9084,133,1424,532800,42.256778056,-83.763331944,NaN,4.7396785281,0,00:00:00
07-Nov-2017 20:11:05,7.841,143,1215,0,42.286075556,-83.745603056,NaN,0,0,00:00:00
07-Nov-2017 20:29:35,7.8539,143,1215,1109500,42.232297778,-83.739262778,NaN,6.8969503938,0.134760907414822,03:32:33
07-Nov-2017 23:43:38,7.9886,143,1219,0,42.287032778,-83.743658611,NaN,0,0,00:00:00
07-Nov-2017 23:46:32,7.9907,143,1219,174400,42.297468333,-83.732699444,NaN,1.5254575703,0,00:00:00
07-Nov-2017 04:07:42,7.172,149,630,0,42.291306944,-83.799550833,NaN,0,0,00:00:00
07-Nov-2017 04:34:20,7.1905,149,630,1597700,42.256010278,-83.692050833,NaN,10.426080803,0,00:00:00
07-Nov-2017 13:52:37,7.5782,153,1162,0,42.260668611,-83.729685278,NaN,0,0,00:00:00
07-Nov-2017 13:57:16,7.5814,153,1162,278500,42.277251667,-83.743911667,NaN,2.2902724087,0,00:00:00
07-Nov-2017 16:28:56,7.6868,155,1545,0,42.259101111,-83.675944444,NaN,0,0,00:00:00
07-Nov-2017 16:33:00,7.6896,155,1545,243600,42.256541111,-83.694889722,NaN,2.0841011275,0.124343222155558,03:03:07
07-Nov-2017 19:32:03,7.8139,155,1548,0,42.297904167,-83.72032,NaN,0,0,00:00:00
07-Nov-2017 19:38:09,7.8182,155,1548,366200,42.277910833,-83.733491111,NaN,3.8577933767,0,00:00:00
07-Nov-2017 22:15:06,7.9272,156,945,0,42.300493056,-83.735795833,NaN,0,0,00:00:00
07-Nov-2017 22:16:50,7.9284,156,945,103500,42.315406389,-83.734206667,NaN,1.6680204092,0,00:00:00
07-Nov-2017 16:12:13,7.6752,161,360,0,42.2355225,-83.739038611,NaN,0,0,00:00:00
07-Nov-2017 16:26:31,7.6851,161,360,858400,42.276001667,-83.732193056,NaN,5.1144075965,0,00:00:00
07-Nov-2017 14:17:57,7.5958,181,902,0,42.238651111,-83.719875278,NaN,0,0,00:00:00
07-Nov-2017 14:28:22,7.603,181,902,625000,42.278952778,-83.744094167,NaN,5.1801490053,0,00:00:00
07-Nov-2017 13:07:02,7.5466,185,1520,0,42.305073611,-83.6932275,NaN,0,0,00:00:00
07-Nov-2017 13:16:52,7.5534,185,1520,590000,42.250469167,-83.700356389,NaN,7.3185812864,0.1606928425963,04:01:14
07-Nov-2017 17:08:16,7.7141,185,1524,0,42.281445556,-83.746031111,NaN,0,0,00:00:00
07-Nov-2017 17:25:16,7.7259,185,1524,1020600,42.274418611,-83.674922222,NaN,10.574823818,0.259415092600007,06:30:34
07-Nov-2017 23:38:50,7.9853,185,1526,0,42.310514722,-83.698481944,NaN,0,0,00:00:00
07-Nov-2017 23:42:30,7.9879,185,1526,220000,42.310578611,-83.698534444,NaN,0.026591987948,0,00:00:00
07-Nov-2017 19:51:58,7.8278,195,1047,0,42.286960556,-83.743592778,NaN,0,0,00:00:00
07-Nov-2017 19:53:47,7.829,195,1047,108600,42.281338611,-83.746158333,NaN,0.75846722519,0,00:00:00
07-Nov-2017 19:20:26,7.8059,200,1253,0,42.3058725,-83.707637222,NaN,0,0,00:00:00
07-Nov-2017 19:30:05,7.8126,200,1253,578300,42.277718333,-83.743519444,NaN,5.4419415075,0,00:00:00
07-Nov-2017 19:30:55,7.8131,205,1273,0,42.252697222,-83.67413,NaN,0,0,00:00:00
07-Nov-2017 19:33:23,7.8149,205,1273,147700,42.255087222,-83.685638056,NaN,0.98710820103,0,00:00:00
07-Nov-2017 21:01:24,7.876,208,820,0,42.2294425,-83.74591,NaN,0,0,00:00:00
07-Nov-2017 21:08:33,7.8809,208,820,429500,42.230660833,-83.680641389,NaN,5.5593806971,0,00:00:00
07-Nov-2017 19:03:58,7.7944,216,722,0,42.254906944,-83.751295556,NaN,0,0,00:00:00
07-Nov-2017 19:20:14,7.8057,216,722,976200,42.310546667,-83.707403889,NaN,8.8243109591,0,00:00:00
07-Nov-2017 16:20:17,7.6808,220,131,0,42.268303056,-83.758018333,NaN,0,0,00:00:00
07-Nov-2017 16:37:32,7.6927,220,131,1035600,42.311356944,-83.7074125,NaN,8.2545502377,0,00:00:00
07-Nov-2017 16:09:28,7.6733,223,616,0,42.227648611,-83.7980675,NaN,0,0,00:00:00
07-Nov-2017 16:25:04,7.6841,223,616,935500,42.297023611,-83.765743611,NaN,12.856919678,0,00:00:00
07-Nov-2017 15:20:30,7.6392,231,1173,0,42.272906944,-83.799054167,NaN,0,0,00:00:00
07-Nov-2017 15:22:33,7.6407,231,1173,122500,42.290888333,-83.799716667,NaN,2.0005014689,0,00:00:00
07-Nov-2017 20:34:50,7.8575,235,426,0,42.252876944,-83.674114167,NaN,0,0,00:00:00
07-Nov-2017 20:36:17,7.8585,235,426,87400,42.255289722,-83.687006667,NaN,1.0956132996,0,00:00:00
07-Nov-2017 20:50:10,7.8682,244,912,0,42.309481667,-83.677296111,NaN,0,0,00:00:00
07-Nov-2017 20:58:14,7.8738,244,912,483600,42.316251667,-83.733660833,NaN,6.0836237267,0,00:00:00
07-Nov-2017 14:44:10,7.614,248,940,0,42.277480278,-83.698626667,NaN,0,0,00:00:00
07-Nov-2017 15:01:27,7.626,248,940,1036500,42.280543611,-83.779927222,NaN,10.395155705,0.31321123142223,07:48:18
07-Nov-2017 22:32:28,7.9392,248,946,0,42.244916111,-83.703086944,NaN,0,0,00:00:00
07-Nov-2017 22:38:02,7.9431,248,946,333600,42.240556667,-83.739319167,NaN,3.6314087048,0,00:00:00
07-Nov-2017 22:32:12,7.939,254,1511,0,42.2849975,-83.801587222,NaN,0,0,00:00:00
07-Nov-2017 22:41:28,7.9455,254,1511,555900,42.280321111,-83.744304722,NaN,4.9124276921,0,00:00:00
07-Nov-2017 16:58:19,7.7072,269,921,0,42.256662778,-83.695695833,NaN,0,0,00:00:00
07-Nov-2017 17:28:56,7.7284,269,921,1836900,42.230893056,-83.680112778,NaN,5.5217464187,0,00:00:00
07-Nov-2017 14:20:25,7.5975,291,1190,0,42.285344444,-83.780633611,NaN,0,0,00:00:00
07-Nov-2017 14:25:28,7.601,291,1190,302700,42.277833333,-83.776756667,NaN,1.8555584852,0,00:00:00
07-Nov-2017 01:03:06,7.0438,308,1065,0,42.273438056,-83.740513333,NaN,0,0,00:00:00
07-Nov-2017 01:11:04,7.0494,308,1065,477600,42.243810556,-83.743678333,NaN,3.6227922237,0,00:00:00
07-Nov-2017 17:24:38,7.7254,311,1505,0,42.2816375,-83.758726667,NaN,0,0,00:00:00
07-Nov-2017 17:31:03,7.7299,311,1505,384300,42.256465833,-83.769536111,NaN,3.5887106863,0,00:00:00
07-Nov-2017 17:31:51,7.7305,315,495,0,42.281566667,-83.749420278,NaN,0,0,00:00:00
07-Nov-2017 17:41:08,7.7369,315,495,557200,42.270498056,-83.735978611,NaN,2.9189318512,0,00:00:00
07-Nov-2017 14:18:31,7.5962,337,677,0,42.254983056,-83.751632778,NaN,0,0,00:00:00
07-Nov-2017 14:21:40,7.5984,337,677,189000,42.242948889,-83.766301389,NaN,1.8241965313,0,00:00:00
07-Nov-2017 22:07:24,7.9218,350,796,0,42.229541944,-83.7456975,NaN,0,0,00:00:00
07-Nov-2017 22:09:56,7.9236,350,796,152400,42.236844722,-83.762433056,NaN,2.2068093121,0,00:00:00
07-Nov-2017 19:24:35,7.8087,351,825,0,42.227941944,-83.798044444,NaN,0,0,00:00:00
07-Nov-2017 19:40:12,7.8196,351,825,936800,42.291268056,-83.760741944,NaN,13.330223162,0,00:00:00
07-Nov-2017 19:59:06,7.8327,359,1733,0,42.272773333,-83.799201667,NaN,0,0,00:00:00
07-Nov-2017 20:03:31,7.8358,359,1733,265100,42.242996944,-83.772656944,NaN,5.4804160749,0,00:00:00
07-Nov-2017 02:06:12,7.0876,369,1593,0,42.299209444,-83.788668056,NaN,0,0,00:00:00
07-Nov-2017 02:27:07,7.1022,369,1593,1254400,42.270368333,-83.756774167,NaN,9.0810512076,0.503997925981491,12:26:40
07-Nov-2017 14:32:52,7.6062,369,1599,0,42.281149167,-83.740465833,NaN,0,0,00:00:00
07-Nov-2017 14:34:27,7.6073,369,1599,94600,42.276003056,-83.732856389,NaN,1.2432743275,0.109375472192593,02:39:05
07-Nov-2017 17:11:57,7.7166,369,1602,0,42.268016667,-83.771626111,NaN,0,0,00:00:00
07-Nov-2017 17:28:27,7.7281,369,1602,989700,42.280385278,-83.746305,NaN,3.9305985933,0,00:00:00
07-Nov-2017 14:18:15,7.596,374,762,0,42.309146944,-83.677871111,NaN,0,0,00:00:00
07-Nov-2017 14:30:49,7.6047,374,762,754200,42.280667778,-83.746039167,NaN,7.1139605608,0.165896842633338,04:11:28
07-Nov-2017 18:29:43,7.7706,374,764,0,42.30934,-83.67756,NaN,0,0,00:00:00
07-Nov-2017 18:50:43,7.7852,374,764,1260600,42.264714167,-83.750315556,NaN,9.9719421634,0.173711731522231,04:31:09
07-Nov-2017 23:00:52,7.9589,374,766,0,42.244299167,-83.730036667,NaN,0,0,00:00:00
07-Nov-2017 23:18:23,7.9711,374,766,1051200,42.308615833,-83.677053611,NaN,11.835527157,0,00:00:00
07-Nov-2017 17:42:27,7.7378,383,834,0,42.280617222,-83.753739444,NaN,0,0,00:00:00
07-Nov-2017 17:46:20,7.7405,383,834,233200,42.280303611,-83.744346667,NaN,0.85810921405,0,00:00:00
07-Nov-2017 20:20:01,7.8472,388,659,0,42.2303,-83.699954444,88.288604736,0,0,00:00:00
07-Nov-2017 20:22:58,7.8493,388,659,176600,42.243840278,-83.719765833,79.035446167,3.1694762292,0,00:00:00
07-Nov-2017 17:33:27,7.7316,393,1292,0,42.273450278,-83.780004444,NaN,0,0,00:00:00
07-Nov-2017 17:43:26,7.7385,393,1292,598600,42.243384444,-83.750140278,NaN,6.6949214365,0,00:00:00
07-Nov-2017 18:18:23,7.7628,400,469,0,42.264260278,-83.750331389,NaN,0,0,00:00:00
07-Nov-2017 18:23:25,7.7663,400,469,302200,42.281170833,-83.748616111,NaN,1.9010235513,0,00:00:00
07-Nov-2017 17:52:22,7.7447,404,487,0,42.288407222,-83.682524167,NaN,0,0,00:00:00
07-Nov-2017 18:03:19,7.7523,404,487,656900,42.232765278,-83.739245556,NaN,12.955360087,0.0669035092407455,01:47:17
07-Nov-2017 19:39:39,7.8192,404,489,0,42.24214,-83.767260278,NaN,0,0,00:00:00
07-Nov-2017 19:47:53,7.8249,404,489,493800,42.252938333,-83.675591111,NaN,11.80896756,0.0188668981222255,00:35:24
07-Nov-2017 20:15:03,7.8438,404,490,0,42.274593611,-83.674246111,NaN,0,0,00:00:00
07-Nov-2017 20:18:47,7.8464,404,490,223500,42.290106389,-83.6900625,NaN,2.9789604382,0,00:00:00
07-Nov-2017 14:53:57,7.6208,405,718,0,42.284648611,-83.802127222,NaN,0,0,00:00:00
07-Nov-2017 14:59:32,7.6247,405,718,335200,42.273430278,-83.780211944,NaN,3.1043824967,0,00:00:00
07-Nov-2017 03:05:51,7.1291,411,763,0,42.277549444,-83.733441389,NaN,0,0,00:00:00
07-Nov-2017 03:13:41,7.1345,411,763,469200,42.252857778,-83.674990833,NaN,6.501628142,0.802950629644448,19:24:04
07-Nov-2017 22:29:55,7.9375,411,776,0,42.252571389,-83.674353611,NaN,0,0,00:00:00
07-Nov-2017 22:42:29,7.9462,411,776,753900,42.281456389,-83.747666667,NaN,7.4602091783,0,00:00:00
07-Nov-2017 17:58:00,7.7486,426,450,0,42.230747778,-83.6805725,NaN,0,0,00:00:00
07-Nov-2017 18:00:22,7.7503,426,450,141800,42.230279444,-83.699389167,NaN,1.5746929843,0,00:00:00
07-Nov-2017 01:14:41,7.0519,438,1036,0,42.228734167,-83.759338333,NaN,0,0,00:00:00
07-Nov-2017 01:25:24,7.0593,438,1036,642900,42.273112222,-83.78,NaN,6.3664950281,0,00:00:00
07-Nov-2017 13:27:53,7.561,439,453,0,42.281833611,-83.728484444,NaN,0,0,00:00:00
07-Nov-2017 13:42:06,7.5709,439,453,852800,42.245551111,-83.680809167,NaN,7.447590823,0,00:00:00
07-Nov-2017 21:05:35,7.8789,443,776,0,42.245030278,-83.700000833,95.050636291,0,0,00:00:00
07-Nov-2017 21:09:16,7.8814,443,776,220900,42.243762222,-83.743625833,80.734184265,3.6358979172,0,00:00:00
07-Nov-2017 13:54:03,7.5792,450,799,0,42.292444722,-83.6825,NaN,0,0,00:00:00
07-Nov-2017 13:58:07,7.582,450,799,243400,42.277494444,-83.698517778,NaN,3.3444960345,0,00:00:00
07-Nov-2017 01:25:37,7.0595,457,1072,0,42.230093611,-83.699577778,31.764715195,0,0,00:00:00
07-Nov-2017 01:43:56,7.0722,457,1072,1099500,42.230142778,-83.699768611,0,13.369083481,0.0950636018555633,02:35:13
07-Nov-2017 04:00:50,7.1672,457,1075,0,42.230471667,-83.699716389,23.921575546,0,0,00:00:00
07-Nov-2017 04:24:56,7.184,457,1075,1445800,42.294610556,-83.780446667,0,11.472255185,0.0465391666962862,-00:42:55
07-Nov-2017 03:17:55,7.1374,457,1076,0,42.229944444,-83.699731667,62.745117188,0,0,00:00:00
07-Nov-2017 03:46:52,7.1576,457,1076,1737700,42.230071944,-83.6998,36.470600128,11.924052401,0,00:00:00
07-Nov-2017 22:14:49,7.927,459,789,0,42.245524444,-83.680540833,NaN,0,0,00:00:00
07-Nov-2017 22:31:02,7.9382,459,789,972700,42.2824775,-83.738570833,NaN,8.8116922441,0,00:00:00
07-Nov-2017 15:04:51,7.6284,460,837,0,42.249789167,-83.700462222,NaN,0,0,00:00:00
07-Nov-2017 15:11:54,7.6333,460,837,423700,42.2321725,-83.738756944,NaN,5.5320686633,0.056932481514818,01:29:02
07-Nov-2017 16:33:53,7.6902,460,838,0,42.232056111,-83.739457778,NaN,0,0,00:00:00
07-Nov-2017 17:02:12,7.7099,460,838,1699100,42.304672222,-83.693835,NaN,14.98250527,0.0605279444407527,01:55:29
07-Nov-2017 18:29:22,7.7704,460,840,0,42.260823889,-83.729588611,NaN,0,0,00:00:00
07-Nov-2017 18:56:15,7.7891,460,840,1613400,42.259022778,-83.676819444,NaN,12.953068595,0,00:00:00
07-Nov-2017 01:19:34,7.0553,462,743,0,42.252742778,-83.674173333,NaN,0,0,00:00:00
07-Nov-2017 01:22:08,7.057,462,743,154600,42.25505,-83.6858375,NaN,1.0025295275,0,00:00:00
07-Nov-2017 15:38:36,7.6518,463,508,0,42.274295556,-83.67414,NaN,0,0,00:00:00
07-Nov-2017 15:47:02,7.6577,463,508,506300,42.272315278,-83.727923611,NaN,5.4388396911,0.0771067776962999,01:59:28
07-Nov-2017 17:38:04,7.7348,463,510,0,42.263474444,-83.706911944,NaN,0,0,00:00:00
07-Nov-2017 17:48:07,7.7418,463,510,602800,42.309158611,-83.677266944,NaN,8.3036173981,0,00:00:00
07-Nov-2017 20:09:53,7.8402,489,237,0,42.240075,-83.770148611,NaN,0,0,00:00:00
07-Nov-2017 20:50:01,7.8681,489,237,2407600,42.229531111,-83.778649722,NaN,14.009557336,0,00:00:00
07-Nov-2017 03:21:49,7.1402,528,684,0,42.227956944,-83.7785775,NaN,0,0,00:00:00
07-Nov-2017 03:48:04,7.1584,528,684,1575200,42.303437222,-83.7349475,NaN,18.631479813,0.65818636111853,16:14:03
07-Nov-2017 19:35:52,7.8166,528,690,0,42.294471944,-83.719055278,NaN,0,0,00:00:00
07-Nov-2017 19:47:54,7.8249,528,690,722400,42.294492222,-83.719290278,NaN,4.0053084728,0,00:00:00
07-Nov-2017 17:23:47,7.7249,531,627,0,42.267791944,-83.771237778,NaN,0,0,00:00:00
07-Nov-2017 17:33:49,7.7318,531,627,601800,42.257821111,-83.701051667,NaN,6.1317955891,0.0626397500222264,01:40:14
07-Nov-2017 19:04:01,7.7945,531,629,0,42.244866111,-83.71499,NaN,0,0,00:00:00
07-Nov-2017 19:11:46,7.7998,531,629,465300,42.243008333,-83.766876667,NaN,4.7208014356,0,00:00:00
07-Nov-2017 18:08:37,7.756,532,484,0,42.260780833,-83.733676389,NaN,0,0,00:00:00
07-Nov-2017 18:37:36,7.7761,532,484,1738600,42.230971944,-83.680136111,NaN,13.417547615,0,00:00:00
07-Nov-2017 15:24:15,7.6418,536,261,0,42.286426944,-83.732327778,0,0,0,00:00:00
07-Nov-2017 15:26:30,7.6434,536,261,135800,42.281923333,-83.735585278,0.39215698838,0.68173830257,0,00:00:00
07-Nov-2017 15:06:46,7.6297,537,747,0,42.262177778,-83.780073333,98.431404114,0,0,00:00:00
07-Nov-2017 15:13:48,7.6346,537,747,421800,42.285154444,-83.801450556,94.50983429,4.362465475,0.156335962955557,03:52:09
07-Nov-2017 18:58:55,7.7909,537,751,0,42.263880278,-83.764956944,77.254928589,0,0,00:00:00
07-Nov-2017 19:04:07,7.7945,537,751,312000,42.261543333,-83.737553611,75.294143677,2.3346672533,0,00:00:00
07-Nov-2017 18:27:48,7.7693,546,415,0,42.272423611,-83.786006944,NaN,0,0,00:00:00
07-Nov-2017 18:29:39,7.7706,546,415,111400,42.273387222,-83.780279444,NaN,0.51839446121,0,00:00:00
07-Nov-2017 23:59:33,7.9997,550,460,0,42.292593056,-83.682329167,13.725494385,0,0,00:00:00
08-Nov-2017 00:01:07,8.0008,550,460,93900,42.309068611,-83.677095,12.941180229,1.9564583971,0,00:00:00
07-Nov-2017 11:51:00,7.4938,557,399,0,42.288283889,-83.747476389,NaN,0,0,00:00:00
07-Nov-2017 11:53:53,7.4958,557,399,173500,42.279550556,-83.746451111,NaN,1.1270816497,0.00539432414815,00:10:39
07-Nov-2017 12:01:39,7.5012,557,400,0,42.2719225,-83.741600278,NaN,0,0,00:00:00
07-Nov-2017 12:10:42,7.5074,557,400,542400,42.236141111,-83.739243611,NaN,4.1464979003,0,00:00:00
07-Nov-2017 21:13:15,7.8842,563,184,0,42.287403889,-83.718934167,NaN,0,0,00:00:00
07-Nov-2017 21:18:26,7.8878,563,184,311400,42.278855,-83.739452778,NaN,2.4701587911,0,00:00:00
07-Nov-2017 17:47:41,7.7415,564,213,0,42.252759444,-83.674427222,NaN,0,0,00:00:00
07-Nov-2017 18:09:14,7.7564,564,213,1292900,42.277386667,-83.744240278,NaN,6.9863467665,0.128049138829638,03:25:57
07-Nov-2017 21:13:38,7.8845,564,214,0,42.270201667,-83.7502025,NaN,0,0,00:00:00
07-Nov-2017 21:26:37,7.8935,564,214,779000,42.252911667,-83.675423611,NaN,7.0423768349,0,00:00:00
07-Nov-2017 21:27:34,7.8941,566,147,0,42.286607778,-83.732645,NaN,0,0,00:00:00
07-Nov-2017 21:33:09,7.898,566,147,334900,42.315752778,-83.733968333,NaN,3.5992357919,0,00:00:00
07-Nov-2017 14:43:47,7.6137,569,316,0,42.316935,-83.706574444,95.294151306,0,0,00:00:00
07-Nov-2017 14:45:34,7.615,569,316,106700,42.306531667,-83.7076225,94.117675781,1.2527371451,0.256926092596297,06:11:45
07-Nov-2017 20:55:32,7.8719,569,322,0,42.277678889,-83.744110833,0,0,0,00:00:00
07-Nov-2017 21:04:38,7.8782,569,322,545100,42.2852225,-83.801200556,0,5.2548641951,0,00:00:00
07-Nov-2017 22:03:55,7.9194,571,148,0,42.27464,-83.744056944,NaN,0,0,00:00:00
07-Nov-2017 22:15:50,7.9277,571,148,715300,42.230273056,-83.700076667,NaN,7.2490195828,0,00:00:00
07-Nov-2017 16:54:26,7.7045,576,128,0,42.273025278,-83.799229167,NaN,0,0,00:00:00
07-Nov-2017 16:56:33,7.7059,576,128,126900,42.285176667,-83.801152778,NaN,1.4961488488,0.0478492222000009,01:11:01
07-Nov-2017 18:05:27,7.7538,576,130,0,42.272686111,-83.786506389,NaN,0,0,00:00:00
07-Nov-2017 18:07:20,7.7551,576,130,113100,42.258860833,-83.789741111,NaN,1.9774767337,0,00:00:00
07-Nov-2017 16:06:48,7.6714,578,105,0,42.2903625,-83.712914167,NaN,0,0,00:00:00
07-Nov-2017 16:20:31,7.6809,578,105,823900,42.286391944,-83.743397778,NaN,4.8995189593,0.144421203670376,03:41:41
07-Nov-2017 19:48:29,7.8253,578,108,0,42.277993056,-83.746054167,NaN,0,0,00:00:00
07-Nov-2017 20:12:26,7.842,578,108,1436500,42.243878333,-83.749416389,NaN,7.2887690618,0.0932505370926036,02:38:14
07-Nov-2017 22:26:43,7.9352,578,109,0,42.254878056,-83.750991667,NaN,0,0,00:00:00
07-Nov-2017 22:36:59,7.9424,578,109,615900,42.279389444,-83.744383333,NaN,3.1879012586,0,00:00:00
07-Nov-2017 23:48:48,7.9922,601,128,0,42.243676667,-83.743465833,NaN,0,0,00:00:00
08-Nov-2017 00:03:48,8.0026,601,128,899500,42.288846944,-83.7539575,NaN,6.8913406447,0,00:00:00
